File name,Wikipedia ID,Title,Category,Number of sentences,Translator ID
BDS00036.xml,45551,浄土真宗本願寺派,Buddhism,19,KT_5524
BDS00037.xml,45573,真宗大谷派,Buddhism,171,KT_5524
BDS00038.xml,48818,不動明王,Buddhism,130,KT_5524
BDS00039.xml,52720,大日如来,Buddhism,38,KT_5524
BDS00040.xml,53089,女人禁制,Buddhism,111,KT_5524
BDS00041.xml,55653,十一面観音,Buddhism,57,KT_5524
BDS00042.xml,55681,地蔵菩薩,Buddhism,152,KT_5524
BDS00043.xml,56355,愛染明王,Buddhism,54,KT_5524
BDS00044.xml,57036,坐禅,Buddhism,33,DO_4215
BDS00045.xml,57820,清瀧権現,Buddhism,16,KT_5524
BDS00046.xml,60081,閻魔,Buddhism,43,TN_4975
BDS00047.xml,64890,五智如来,Buddhism,9,SE_5686
BDS00048.xml,71227,血脈相承 (日蓮正宗),Buddhism,53,TN_4975
BDS00049.xml,74359,大谷光演,Buddhism,30,SE_5686
BDS00050.xml,75508,牛頭天王,Buddhism,24,TN_4975
BDS00051.xml,76770,孔雀明王,Buddhism,45,TN_4975
BDS00052.xml,77282,定朝,Buddhism,8,DO_4215
BDS00053.xml,83226,広目天,Buddhism,15,TN_4975
BDS00054.xml,85814,僧兵,Buddhism,42,TN_4975
BDS00055.xml,87195,六道,Buddhism,80,TN_4975
BDS00056.xml,87260,精進料理,Buddhism,64,TN_4975
BDS00057.xml,88378,歓喜天,Buddhism,51,KT_5524
BDS00058.xml,92198,空也,Buddhism,14,KT_5524
BDS00059.xml,94845,下間頼龍,Buddhism,8,KT_5524
BDS00060.xml,104983,安国寺恵瓊,Buddhism,29,KT_5524
BDS00061.xml,106043,本尊 (日蓮正宗),Buddhism,59,NH_5649
BDS00062.xml,106795,三大秘法,Buddhism,30,KT_5524
BDS00063.xml,108916,慈円,Buddhism,13,KT_5524
BDS00064.xml,109037,愚管抄,Buddhism,15,KT_5524
BDS00065.xml,110113,遍昭,Buddhism,19,NH_5649
BDS00066.xml,111701,新義真言宗,Buddhism,33,NH_5649
BDS00067.xml,116184,本尊,Buddhism,43,NH_5649
BDS00068.xml,116376,一枚起請文,Buddhism,6,SE_5686
BDS00069.xml,118020,釈迦三尊,Buddhism,15,NH_5649
BDS00070.xml,118094,梵鐘,Buddhism,98,NH_5649
BDS00071.xml,118331,勢至菩薩,Buddhism,20,NH_5649
BDS00072.xml,118345,薬師三尊,Buddhism,13,KT_5524
BDS00073.xml,119991,融通念仏宗,Buddhism,21,KT_5524
BDS00074.xml,120180,普賢菩薩,Buddhism,26,KT_5524
BDS00075.xml,121342,京都五山,Buddhism,14,KT_5524
BDS00076.xml,121343,太原雪斎,Buddhism,35,KT_5524
BDS00077.xml,123336,聖観音,Buddhism,20,KT_5524
BDS00078.xml,123347,如意輪観音,Buddhism,28,KT_5524
BDS00079.xml,123765,虚空蔵菩薩,Buddhism,31,NH_5649
BDS00080.xml,123767,蔵王権現,Buddhism,29,KT_5524
BDS00081.xml,128843,八部衆,Buddhism,77,KT_5524
BDS00082.xml,133763,十二天,Buddhism,36,KT_5524
BDS00083.xml,134261,証如,Buddhism,17,KT_5524
BDS00084.xml,134269,准如,Buddhism,16,KT_5524
BDS00085.xml,144312,千手観音,Buddhism,125,KT_5524
BDS00086.xml,148045,律宗,Buddhism,24,KT_5524
BDS00087.xml,149526,仏塔,Buddhism,23,SE_5686
BDS00088.xml,150524,教相判釈,Buddhism,126,TN_4975
BDS00089.xml,150659,山門,Buddhism,12,SE_5686
BDS00090.xml,159000,文観,Buddhism,13,KT_5524
BDS00091.xml,160363,春屋妙葩,Buddhism,18,KT_5524
BDS00092.xml,160891,施餓鬼,Buddhism,31,KT_5524
BDS00093.xml,162452,真言律宗,Buddhism,31,KT_5524
BDS00094.xml,163296,證空,Buddhism,35,TN_4975
BDS00095.xml,169980,末法思想,Buddhism,27,TN_4975
BDS00096.xml,171936,両界曼荼羅,Buddhism,38,TN_4975
BDS00097.xml,172052,五大菩薩,Buddhism,15,TN_4975
BDS00098.xml,172070,天部,Buddhism,22,TN_4975
BDS00099.xml,172931,曼荼羅,Buddhism,63,TN_4975
BDS00100.xml,173276,沢庵宗彭,Buddhism,55,TN_4975
BDS00101.xml,179727,義堂周信,Buddhism,9,TN_4975
BDS00102.xml,180815,大西良慶,Buddhism,12,SE_5686
BDS00103.xml,181498,良源,Buddhism,43,TN_4975
BDS00104.xml,182818,数珠,Buddhism,197,TN_4975
BDS00105.xml,184132,印相,Buddhism,77,AI_2407
BDS00106.xml,185460,阿野全成,Buddhism,31,AI_2407
BDS00107.xml,188267,荼枳尼天,Buddhism,26,AI_2407
BDS00108.xml,188298,三門,Buddhism,24,AI_2407
BDS00109.xml,189502,崇伝,Buddhism,25,AI_2407
BDS00110.xml,189890,戒壇,Buddhism,28,AI_2407
BDS00111.xml,192003,心敬,Buddhism,12,MM_2332
BDS00112.xml,195808,隠元隆き,Buddhism,58,TA_5344
BDS00113.xml,196803,弥勒菩薩半跏思惟像,Buddhism,15,MM_2332
BDS00114.xml,203713,寛朝,Buddhism,14,MM_2332
BDS00115.xml,204599,三宝絵詞,Buddhism,18,MM_2332
BDS00116.xml,204638,十王信仰,Buddhism,59,NM_5685
BDS00117.xml,217077,季瓊真蘂,Buddhism,11,NM_5685
BDS00118.xml,219239,往生要集,Buddhism,53,NM_5685
BDS00119.xml,222564,灌頂,Buddhism,23,RU_4733
BDS00120.xml,222851,月照,Buddhism,17,SE_5686
BDS00121.xml,223160,願阿弥,Buddhism,14,NM_5685
BDS00122.xml,223230,日親,Buddhism,29,RU_4733
BDS00123.xml,231286,重源,Buddhism,45,SE_5686
BDS00124.xml,231661,松尾寺の仏舞,Buddhism,6,SE_5686
BDS00125.xml,240263,吉山明兆,Buddhism,9,SE_5686
BDS00126.xml,252498,法華宗本門流,Buddhism,21,SE_5686
BDS00127.xml,254451,弁才天,Buddhism,49,SE_5686
BDS00128.xml,254493,尾関宗園,Buddhism,18,SE_5686
BDS00129.xml,271999,放生会,Buddhism,46,SE_5686
BDS00130.xml,275377,座主,Buddhism,18,TH_ 5445
BDS00131.xml,281090,日誉,Buddhism,10,TH_ 5445
BDS00132.xml,282694,万里集九,Buddhism,12,TH_ 5445
BDS00133.xml,286585,聖宝,Buddhism,36,TH_ 5445
BDS00134.xml,291607,日阿,Buddhism,12,DO_4215
BDS00135.xml,291864,日院,Buddhism,11,SE_5686
BDS00136.xml,292717,仏壇,Buddhism,153,TS_2664
BDS00137.xml,299291,日蓮正宗,Buddhism,259,RS_5522
BDS00138.xml,301380,仁寛,Buddhism,27,SE_5686
BDS00139.xml,301945,絵因果経,Buddhism,11,NM_5685
BDS00140.xml,307924,富士門流,Buddhism,49,NY_930
BDS00141.xml,308542,浄土真宗東本願寺派,Buddhism,18,NM_5685
BDS00142.xml,309389,本門宗,Buddhism,21,TH_ 5445
BDS00143.xml,310009,法堂,Buddhism,8,NY_930
BDS00144.xml,314355,托鉢,Buddhism,24,NY_930
BDS00145.xml,319782,教如,Buddhism,16,NY_930
BDS00146.xml,323210,得度,Buddhism,24,NY_930
BDS00147.xml,324321,二箇相承,Buddhism,92,NY_930
BDS00148.xml,334322,大師 (僧),Buddhism,76,NY_930
BDS00149.xml,342648,祇園精舎,Buddhism,15,NM_5685
BDS00150.xml,344056,宗峰妙超,Buddhism,30,TN_4975
BDS00151.xml,344414,孤雲懐奘,Buddhism,33,TN_4975
BDS00152.xml,347799,慈雲,Buddhism,25,TN_4975
BDS00153.xml,349734,行教,Buddhism,10,TN_4975
BDS00154.xml,354049,覚猷,Buddhism,21,TN_4975
BDS00155.xml,357473,日本達磨宗,Buddhism,16,TN_4975
BDS00156.xml,358207,顕本法華宗,Buddhism,37,TN_4975
BDS00157.xml,358894,文覚,Buddhism,13,AI_2407
BDS00158.xml,359031,日蓮本宗,Buddhism,23,TN_4975
BDS00159.xml,360951,塑像,Buddhism,27,TN_4975
BDS00160.xml,362269,仏具,Buddhism,55,TN_4975
BDS00161.xml,369661,刹那,Buddhism,14,DO_4215
BDS00162.xml,370121,寺院諸法度,Buddhism,17,NM_5685
BDS00163.xml,372219,和敬清寂,Buddhism,5,NM_5685
BDS00164.xml,373677,三要元佶,Buddhism,9,TN_4975
BDS00165.xml,373995,卍山道白,Buddhism,25,TN_4975
BDS00166.xml,374213,明恵,Buddhism,15,TN_4975
BDS00167.xml,374282,貞暁,Buddhism,21,NM_5685
BDS00168.xml,377730,池坊専慶,Buddhism,5,TN_4975
BDS00169.xml,377747,村田珠光,Buddhism,35,TN_4975
BDS00170.xml,377792,宗湛,Buddhism,8,TN_4975
BDS00171.xml,377812,周文,Buddhism,20,TN_4975
BDS00172.xml,377830,如拙,Buddhism,9,TN_4975
BDS00173.xml,378219,秘仏,Buddhism,117,YT_3996
BDS00174.xml,378495,鉄牛道機,Buddhism,11,TN_4975
BDS00175.xml,378502,鉄眼道光,Buddhism,24,TN_4975
BDS00176.xml,381048,良忍,Buddhism,12,TN_4975
BDS00177.xml,384652,土佐坊昌俊,Buddhism,20,TN_4975
BDS00178.xml,386594,日蓮宗不受不施派,Buddhism,45,TN_4975
BDS00179.xml,386597,不受不施日蓮講門宗,Buddhism,28,TN_4975
BDS00180.xml,387070,上覚,Buddhism,11,TN_4975
BDS00181.xml,387232,安然,Buddhism,10,TN_4975
BDS00182.xml,387751,池坊専応,Buddhism,4,TN_4975
BDS00183.xml,388855,本門法華宗,Buddhism,17,TN_4975
BDS00184.xml,389393,行円,Buddhism,10,NM_5685
BDS00185.xml,389414,満済,Buddhism,16,KI_1919
BDS00186.xml,389913,貞慶,Buddhism,14,KI_1919
BDS00187.xml,390532,弁長,Buddhism,11,KI_1919
BDS00188.xml,390599,長西,Buddhism,8,RU_4733
BDS00189.xml,391309,台密,Buddhism,21,NY_930
BDS00190.xml,391388,朝山日乗,Buddhism,10,NY_930
BDS00191.xml,391728,曼殊院,Buddhism,113,NY_930
BDS00192.xml,391918,義真,Buddhism,10,SO_4228
BDS00193.xml,391933,泰範,Buddhism,16,SO_4228
BDS00194.xml,391946,実恵,Buddhism,11,SO_4228
BDS00195.xml,391966,円澄,Buddhism,8,SE_5686
BDS00196.xml,392010,義演,Buddhism,9,SE_5686
BDS00197.xml,392047,修円,Buddhism,10,SE_5686
BDS00198.xml,392105,円観,Buddhism,15,SE_5686
BDS00199.xml,392868,成尋,Buddhism,13,SE_5686
BDS00200.xml,393379,僧堂,Buddhism,30,SE_5686
BDS00201.xml,393434,仁海,Buddhism,13,SE_5686
BDS00202.xml,394024,元杲,Buddhism,10,SE_5686
BDS00203.xml,394064,宥快,Buddhism,9,SE_5686
BDS00204.xml,394069,由阿,Buddhism,7,SE_5686
BDS00205.xml,394090,他阿,Buddhism,24,SE_5686
BDS00206.xml,394149,守敏,Buddhism,9,NM_5685
BDS00207.xml,394556,明雲,Buddhism,14,SE_5686
BDS00208.xml,395996,覚円,Buddhism,10,SE_5686
BDS00209.xml,398318,頼豪,Buddhism,8,NM_5685
BDS00210.xml,399515,虎関師錬,Buddhism,11,SE_5686
BDS00211.xml,399552,増命,Buddhism,15,SE_5686
BDS00212.xml,399601,会理,Buddhism,8,SE_5686
BDS00213.xml,399653,真済,Buddhism,12,SE_5686
BDS00214.xml,399664,真然,Buddhism,11,SE_5686
BDS00215.xml,400236,授翁宗弼,Buddhism,8,SE_5686
BDS00216.xml,400252,宗叡,Buddhism,11,SE_5686
BDS00217.xml,401017,定昭,Buddhism,8,SE_5686
BDS00218.xml,401049,常暁,Buddhism,12,SE_5686
BDS00219.xml,401059,大元帥法,Buddhism,7,SE_5686
BDS00220.xml,401128,国阿,Buddhism,6,SE_5686
BDS00221.xml,401159,増誉,Buddhism,11,SE_5686
BDS00222.xml,401188,浄蔵,Buddhism,7,SE_5686
BDS00223.xml,401216,勝賢,Buddhism,14,SE_5686
BDS00224.xml,401592,俊海,Buddhism,5,TH_ 5445
BDS00225.xml,401637,貞崇,Buddhism,8,SE_5686
BDS00226.xml,401801,頼瑜,Buddhism,9,SE_5686
BDS00227.xml,402709,袋中,Buddhism,13,TH_ 5445
BDS00228.xml,402838,寛遍,Buddhism,9,SE_5686
BDS00229.xml,402845,寛助,Buddhism,8,SE_5686
BDS00230.xml,402871,性信入道親王,Buddhism,13,SH_1817
BDS00231.xml,402884,済信,Buddhism,9,SH_1817
BDS00232.xml,402940,十三仏信仰,Buddhism,36,SH_1817
BDS00233.xml,403044,円行,Buddhism,11,SH_1817
BDS00234.xml,403755,顕智,Buddhism,7,SH_1817
BDS00235.xml,403776,賢俊,Buddhism,14,NM_5685
BDS00236.xml,404455,願暁,Buddhism,6,TH_ 5445
BDS00237.xml,404476,勤操,Buddhism,12,TH_ 5445
BDS00238.xml,404488,益信,Buddhism,13,TH_ 5445
BDS00239.xml,404529,俊じょう,Buddhism,20,TH_ 5445
BDS00240.xml,404569,皇慶,Buddhism,11,TH_ 5445
BDS00241.xml,405022,報恩講,Buddhism,20,TH_ 5445
BDS00242.xml,405600,寛空,Buddhism,10,TH_ 5445
BDS00243.xml,406256,日什,Buddhism,19,TH_ 5445
BDS00244.xml,406270,日奥,Buddhism,14,TH_ 5445
BDS00245.xml,406276,日重,Buddhism,9,TH_ 5445
BDS00246.xml,406363,日こう,Buddhism,9,NN_4975
BDS00247.xml,406386,日乾,Buddhism,10,NN_4975
BDS00248.xml,406423,恵運,Buddhism,11,NN_4975
BDS00249.xml,407697,寛意,Buddhism,10,NN_4975
BDS00250.xml,407721,雅慶,Buddhism,9,NN_4975
BDS00251.xml,407826,般若心経秘鍵,Buddhism,8,TH_ 5445
BDS00252.xml,407829,尊意,Buddhism,14,NN_4975
BDS00253.xml,407872,覚如,Buddhism,87,NN_4975
BDS00254.xml,407885,寛印,Buddhism,11,TH_ 5445
BDS00255.xml,407908,桓舜,Buddhism,8,MM_5956
BDS00256.xml,407917,寛信,Buddhism,9,TH_ 5445
BDS00257.xml,408635,顕真,Buddhism,11,TH_ 5445
BDS00258.xml,408827,日政,Buddhism,30,MM_5956
BDS00259.xml,408857,玄恵,Buddhism,9,MM_5956
BDS00260.xml,408887,元海,Buddhism,8,TH_ 5445
BDS00261.xml,408895,定海,Buddhism,21,MM_5956
BDS00262.xml,408909,日甫,Buddhism,7,TH_ 5445
BDS00263.xml,409445,覚阿,Buddhism,7,DO_4215
BDS00264.xml,409456,鄂隠慧カツ,Buddhism,10,MW_1472
BDS00265.xml,409476,覚海,Buddhism,12,MW_1472
BDS00266.xml,409495,覚助 (仏師),Buddhism,7,TH_ 5445
BDS00267.xml,409581,良如,Buddhism,11,TH_ 5445
BDS00268.xml,409607,覚仁,Buddhism,6,DO_4215
BDS00269.xml,409612,峨山韶磧,Buddhism,16,MW_1472
BDS00270.xml,409737,法華宗陣門流,Buddhism,37,YC_2616
BDS00271.xml,409747,法華宗真門流,Buddhism,23,YC_2616
BDS00272.xml,410279,ちょう然,Buddhism,13,MW_1472
BDS00273.xml,410302,超然,Buddhism,10,TH_ 5445
BDS00274.xml,410824,真観,Buddhism,11,MW_1472
BDS00275.xml,410838,無関普門,Buddhism,14,YC_2616
BDS00276.xml,410866,瑞渓周鳳,Buddhism,13,YC_2616
BDS00277.xml,410872,蘭坡景し,Buddhism,7,YC_2616
BDS00278.xml,410880,隆寛,Buddhism,10,TH_ 5445
BDS00279.xml,410901,了庵桂悟,Buddhism,7,NN_4975
BDS00280.xml,410970,徹通義介,Buddhism,8,NN_4975
BDS00281.xml,411052,義空,Buddhism,7,TH_ 5445
BDS00282.xml,411070,喜海,Buddhism,8,TH_ 5445
BDS00283.xml,411870,木食養阿,Buddhism,6,NN_4975
BDS00284.xml,411948,安慧,Buddhism,8,NN_4975
BDS00285.xml,411985,良尚入道親王,Buddhism,11,NN_4975
BDS00286.xml,413709,日講,Buddhism,12,NN_4975
BDS00287.xml,415608,勝覚,Buddhism,10,NN_4975
BDS00288.xml,415733,尋禅,Buddhism,9,NN_4975
BDS00289.xml,415775,明尊,Buddhism,11,NN_4975
BDS00290.xml,416426,余慶,Buddhism,12,NN_4975
BDS00291.xml,416674,尊純法親王,Buddhism,11,NN_4975
BDS00292.xml,417467,行玄,Buddhism,10,NN_4975
BDS00293.xml,417500,覚快法親王,Buddhism,8,NN_4975
BDS00294.xml,417518,覚源,Buddhism,6,NN_4975
BDS00295.xml,417631,聖恵法親王,Buddhism,7,TH_ 5445
BDS00296.xml,418300,お会式,Buddhism,55,NN_4975
BDS00297.xml,419076,月僊,Buddhism,16,IS_4939
BDS00298.xml,419120,雲章一慶,Buddhism,12,IS_4939
BDS00299.xml,419156,東巌慧安,Buddhism,16,IS_4939
BDS00300.xml,419728,規庵祖円,Buddhism,7,TH_1343
BDS00301.xml,419746,無極志玄,Buddhism,9,AO_944
BDS00302.xml,419794,即非如一,Buddhism,20,AO_944
BDS00303.xml,419864,太岳周崇,Buddhism,13,AO_944
BDS00304.xml,419897,大休宗休,Buddhism,10,SO_4228
BDS00305.xml,420239,日真 (法華宗真門流),Buddhism,8,TH_1343
BDS00306.xml,420251,日隆 (本門法華宗),Buddhism,11,SO_4228
BDS00307.xml,420504,玄宥,Buddhism,6,SO_4228
BDS00308.xml,420641,実如,Buddhism,14,SO_4228
BDS00309.xml,420665,実範,Buddhism,9,NH_5649
BDS00310.xml,420691,道光法親王,Buddhism,9,NH_5649
BDS00311.xml,420723,景徐周麟,Buddhism,12,TH_1343
BDS00312.xml,420743,阿弥陀信仰,Buddhism,86,NH_5649
BDS00313.xml,421376,承俊,Buddhism,5,TH_1343
BDS00314.xml,421388,真紹,Buddhism,7,RU_4733
BDS00315.xml,421616,静遍,Buddhism,8,RU_4733
BDS00316.xml,421623,浄音,Buddhism,7,RU_4733
BDS00317.xml,421636,真性,Buddhism,7,RU_4733
BDS00318.xml,421651,道覚法親王,Buddhism,8,TH_1343
BDS00319.xml,421689,称念,Buddhism,8,RU_4733
BDS00320.xml,422143,蓮教,Buddhism,9,RU_4733
BDS00321.xml,422195,慈雲妙意,Buddhism,15,RU_4733
BDS00322.xml,422689,淳祐 (僧),Buddhism,11,RU_4733
BDS00323.xml,423359,珍海,Buddhism,6,TH_1343
BDS00324.xml,423452,道助入道親王,Buddhism,8,TH_1343
BDS00325.xml,424224,日峰宗舜,Buddhism,9,RU_4733
BDS00326.xml,424282,雪江宗深,Buddhism,12,RU_4733
BDS00327.xml,424884,明救,Buddhism,12,RU_4733
BDS00328.xml,424898,延昌 (僧),Buddhism,9,RU_4733
BDS00329.xml,424905,延鎮,Buddhism,5,TH_1343
BDS00330.xml,424925,円通,Buddhism,9,TH_1343
BDS00331.xml,424977,理忠女王,Buddhism,8,TH_1343
BDS00332.xml,426257,行意,Buddhism,12,RU_4733
BDS00333.xml,426331,血脈相承,Buddhism,21,RU_4733
BDS00334.xml,426387,範俊,Buddhism,7,TH_1343
BDS00335.xml,426404,幡随意,Buddhism,7,RU_4733
BDS00336.xml,428046,鳳潭,Buddhism,9,YT_3996
BDS00337.xml,429003,龍渓性潜,Buddhism,27,YT_3996
BDS00338.xml,429025,龍山徳見,Buddhism,11,YT_3996
BDS00339.xml,429063,龍湫周沢,Buddhism,11,YT_3996
BDS00340.xml,429954,文英清韓,Buddhism,16,YT_3996
BDS00341.xml,430831,霊巌,Buddhism,9,TH_1343
BDS00342.xml,431530,良遍 (真言宗),Buddhism,6,TH_1343
BDS00343.xml,431574,存牛,Buddhism,8,MO_3825
BDS00344.xml,431649,源智,Buddhism,9,TH_1343
BDS00345.xml,431663,親巌,Buddhism,8,MO_3825
BDS00346.xml,433452,竺雲等連,Buddhism,12,MO_3825
BDS00347.xml,434408,霊空,Buddhism,9,MO_3825
BDS00348.xml,434495,了然,Buddhism,12,NN_4975
BDS00349.xml,434561,然空,Buddhism,7,TH_1343
BDS00350.xml,435297,大拙祖能,Buddhism,12,NN_4975
BDS00351.xml,435355,玄証,Buddhism,8,TH_1343
BDS00352.xml,435562,島地黙雷,Buddhism,33,TH_1343
BDS00353.xml,436389,日正 (不受不施派),Buddhism,5,TH_1343
BDS00354.xml,437016,公弁法親王,Buddhism,60,NN_4975
BDS00355.xml,437054,公海 (僧),Buddhism,9,YC_2616
BDS00356.xml,437938,静恵法親王,Buddhism,8,TH_1343
BDS00357.xml,438045,乗阿,Buddhism,8,YC_2616
BDS00358.xml,454583,准尊,Buddhism,14,YC_2616
BDS00359.xml,473993,黄不動,Buddhism,8,TH_1343
BDS00360.xml,479076,東本願寺借財整理,Buddhism,12,MO_5658
BDS00361.xml,493270,執金剛神,Buddhism,12,MO_5658
BDS00362.xml,504545,門徒物知らず,Buddhism,185,NN_4975
BDS00363.xml,505550,走り坊主,Buddhism,22,YC_2616
BDS00364.xml,505694,東林院,Buddhism,15,YC_2616
BDS00365.xml,516763,護摩,Buddhism,25,YC_2616
BDS00366.xml,521362,禅,Buddhism,234,KT_5524
BDS00367.xml,523149,法輪,Buddhism,7,MO_5658
BDS00368.xml,523891,日尊,Buddhism,30,YC_2616
BDS00369.xml,545647,天台座主,Buddhism,16,YC_2616
BDS00370.xml,546995,閑居友,Buddhism,19,YC_2616
BDS00371.xml,570175,法華曼荼羅,Buddhism,15,RK_4723
BDS00372.xml,584706,生長の家宇治別格本山,Buddhism,17,RK_4723
BDS00373.xml,588178,伽藍神,Buddhism,10,MO_5658
BDS00374.xml,593186,入定,Buddhism,14,MO_5658
BDS00375.xml,605264,大念仏狂言,Buddhism,4,RK_4723
BDS00376.xml,607037,本門佛立宗,Buddhism,45,RK_4723
BDS00377.xml,611324,天台寺門宗,Buddhism,15,RK_4723
BDS00378.xml,630146,隠れ念仏,Buddhism,58,RK_4723
BDS00379.xml,639062,京の大仏,Buddhism,31,RK_4723
BDS00380.xml,695448,有馬頼底,Buddhism,10,MO_5658
BDS00381.xml,703270,末寺,Buddhism,13,RK_4723
BDS00382.xml,703325,湘南宗化,Buddhism,22,MO_5658
BDS00383.xml,710372,関牧翁,Buddhism,22,MO_5658
BDS00384.xml,713191,松本明慶,Buddhism,13,RK_4723
BDS00385.xml,718748,円如,Buddhism,9,RK_4723
BDS00386.xml,725827,浄土宗西山深草派,Buddhism,12,KT_5524
BDS00387.xml,730343,愚堂東寔,Buddhism,13,RK_4723
BDS00388.xml,731535,大典顕常,Buddhism,41,RK_4723
BDS00389.xml,734617,近畿三十六不動尊,Buddhism,42,AO_944
BDS00390.xml,741879,須弥壇,Buddhism,17,KT_5524
BDS00391.xml,751691,法性寺,Buddhism,13,RS_5522
BDS00392.xml,758301,化仏,Buddhism,14,KT_5524
BDS00393.xml,759571,台座,Buddhism,53,RS_5522
BDS00394.xml,769203,覚恵,Buddhism,17,KT_5524
BDS00395.xml,769214,善如,Buddhism,11,RS_5522
BDS00396.xml,771501,順如,Buddhism,26,RS_5522
BDS00397.xml,773242,蓮乗,Buddhism,14,RS_5522
BDS00398.xml,773349,真宗興正派,Buddhism,8,RS_5522
BDS00399.xml,773360,真宗佛光寺派,Buddhism,9,KT_5524
BDS00400.xml,779582,経覚,Buddhism,37,RS_5522
BDS00401.xml,790180,龍吟庵,Buddhism,34,RS_5522
BDS00402.xml,797613,法主,Buddhism,7,KT_5524
BDS00403.xml,799817,退耕庵,Buddhism,23,RS_5522
BDS00404.xml,801786,上人,Buddhism,8,RS_5522
BDS00405.xml,806689,来迎,Buddhism,11,RS_5522
BDS00406.xml,809555,阿弥陀寺 (京都市上京区),Buddhism,18,RS_5522
BDS00407.xml,816050,輪蔵,Buddhism,23,RS_5522
BDS00408.xml,823354,本禅寺,Buddhism,33,RS_5522
BDS00409.xml,830350,真如三昧耶堂,Buddhism,6,RS_5522
BDS00410.xml,830369,真如三昧耶流,Buddhism,41,RS_5522
BDS00411.xml,839637,多宝塔,Buddhism,80,YT_3996
BDS00412.xml,840056,道興,Buddhism,6,NN_4975
BDS00413.xml,843271,横川景三,Buddhism,33,NN_4975
BDS00414.xml,845675,金蓮寺 (京都市),Buddhism,10,NN_4975
BDS00415.xml,849142,神光院,Buddhism,20,MM_5956
BDS00416.xml,856367,本法寺 (京都市),Buddhism,63,MM_5956
BDS00417.xml,871858,雪村友梅,Buddhism,41,MM_5956
BDS00418.xml,873732,写経,Buddhism,14,AO_944
BDS00419.xml,882141,存如,Buddhism,9,AO_944
BDS00420.xml,886757,護摩木,Buddhism,6,KT_5524
BDS00421.xml,894208,経塚,Buddhism,24,YT_3996
BDS00422.xml,902256,智恩寺 (宮津市),Buddhism,26,TN_4975
BDS00423.xml,904268,法会,Buddhism,21,DO_4215
BDS00424.xml,912096,宝鏡寺,Buddhism,17,AO_944
BDS00425.xml,912153,真言宗御室派,Buddhism,115,YT_3996
BDS00426.xml,919956,来迎院 (京都市東山区),Buddhism,37,YT_3996
BDS00427.xml,920977,丹後大仏,Buddhism,23,KT_5524
BDS00428.xml,929502,七条仏所,Buddhism,6,DO_4215
BDS00429.xml,942243,本満寺,Buddhism,20,YT_3996
BDS00430.xml,942869,大妙寺 (京都市),Buddhism,11,YT_3996
BDS00431.xml,942875,勝光寺 (京都市),Buddhism,13,YT_3996
BDS00432.xml,942890,頂妙寺,Buddhism,25,SO_4228
BDS00433.xml,943768,妙伝寺,Buddhism,15,SO_4228
BDS00434.xml,943816,立本寺,Buddhism,27,SO_4228
BDS00435.xml,952280,関精拙,Buddhism,9,KT_5524
BDS00436.xml,954647,円通寺 (京都市),Buddhism,20,JT_5917
BDS00437.xml,955431,木辺孝慈,Buddhism,8,DO_4215
